Index,0,1,2,Ensemble_Decision
67,0.0,1.0,0.0,1
68,0.5,0.5,0.0,0
69,0.75,0.25,0.0,0
70,0.5,0.5,0.0,0
71,0.5,0.5,0.0,0
72,0.5,0.5,0.0,0
73,0.5,0.5,0.0,0
74,0.25,0.75,0.0,1
75,0.0,1.0,0.0,1
76,0.75,0.0,0.25,0
77,0.25,0.75,0.0,1
78,0.5,0.5,0.0,0
79,1.0,0.0,0.0,0
80,0.0,1.0,0.0,1
81,0.25,0.75,0.0,1
82,0.0,1.0,0.0,1
83,0.75,0.25,0.0,0
84,0.25,0.75,0.0,1
85,0.0,1.0,0.0,1
86,0.5,0.5,0.0,0
87,0.5,0.5,0.0,0
88,0.75,0.25,0.0,0
89,0.0,1.0,0.0,1
90,0.5,0.5,0.0,0
91,0.25,0.75,0.0,1
92,0.5,0.5,0.0,0
93,1.0,0.0,0.0,0
94,0.75,0.25,0.0,0
95,1.0,0.0,0.0,0
96,0.25,0.75,0.0,1
97,0.25,0.75,0.0,1
98,0.5,0.5,0.0,0
99,0.25,0.75,0.0,1
100,0.25,0.75,0.0,1
101,0.0,1.0,0.0,1
102,0.25,0.75,0.0,1
103,0.5,0.5,0.0,0
104,0.0,1.0,0.0,1
105,0.25,0.75,0.0,1
106,1.0,0.0,0.0,0
107,0.75,0.25,0.0,0
108,0.75,0.25,0.0,0
109,0.75,0.25,0.0,0
110,0.0,1.0,0.0,1
111,0.0,1.0,0.0,1
112,0.0,0.0,1.0,2
113,0.5,0.5,0.0,0
114,0.5,0.5,0.0,0
115,0.5,0.5,0.0,0
116,0.25,0.75,0.0,1
117,0.0,1.0,0.0,1
118,0.5,0.5,0.0,0
119,0.25,0.75,0.0,1
120,0.0,1.0,0.0,1
121,0.0,1.0,0.0,1
122,0.25,0.75,0.0,1
123,0.25,0.75,0.0,1
124,0.0,1.0,0.0,1
125,0.5,0.5,0.0,0
126,0.0,1.0,0.0,1
127,0.25,0.75,0.0,1
128,0.0,1.0,0.0,1
129,0.25,0.75,0.0,1
130,0.25,0.75,0.0,1
131,0.5,0.5,0.0,0
132,0.0,1.0,0.0,1
133,0.5,0.5,0.0,0
134,0.0,1.0,0.0,1
135,0.5,0.5,0.0,0
136,0.0,1.0,0.0,1
137,0.25,0.75,0.0,1
138,0.25,0.75,0.0,1
139,0.0,1.0,0.0,1
140,0.25,0.75,0.0,1
141,0.0,1.0,0.0,1
142,1.0,0.0,0.0,0
143,0.25,0.75,0.0,1
144,0.75,0.25,0.0,0
145,0.5,0.5,0.0,0
146,0.5,0.5,0.0,0
147,0.25,0.75,0.0,1
148,1.0,0.0,0.0,0
149,0.75,0.25,0.0,0
150,0.75,0.25,0.0,0
151,0.0,1.0,0.0,1
152,0.75,0.25,0.0,0
153,0.75,0.25,0.0,0
154,0.5,0.5,0.0,0
155,0.0,0.75,0.25,1
156,0.0,1.0,0.0,1
157,0.5,0.5,0.0,0
158,0.5,0.5,0.0,0
159,0.0,0.75,0.25,1
160,0.25,0.75,0.0,1
161,0.25,0.75,0.0,1
162,0.5,0.5,0.0,0
163,0.25,0.75,0.0,1
164,0.0,1.0,0.0,1
165,0.5,0.5,0.0,0
166,0.0,1.0,0.0,1
167,0.25,0.75,0.0,1
168,0.5,0.5,0.0,0
169,0.75,0.25,0.0,0
170,0.0,1.0,0.0,1
171,0.75,0.25,0.0,0
172,0.0,1.0,0.0,1
173,0.75,0.25,0.0,0
174,0.25,0.75,0.0,1
175,0.25,0.75,0.0,1
176,0.25,0.75,0.0,1
177,0.0,1.0,0.0,1
178,0.5,0.5,0.0,0
179,0.0,0.75,0.25,1
180,0.5,0.5,0.0,0
181,0.25,0.75,0.0,1
182,0.25,0.75,0.0,1
183,1.0,0.0,0.0,0
184,0.5,0.5,0.0,0
185,0.0,1.0,0.0,1
186,0.5,0.5,0.0,0
187,0.5,0.5,0.0,0
188,0.5,0.5,0.0,0
189,0.5,0.5,0.0,0
190,0.25,0.75,0.0,1
191,0.25,0.75,0.0,1
192,0.5,0.5,0.0,0
193,0.25,0.75,0.0,1
194,1.0,0.0,0.0,0
195,0.0,1.0,0.0,1
196,0.0,0.5,0.5,1
197,0.0,1.0,0.0,1
198,0.5,0.5,0.0,0
199,0.0,1.0,0.0,1
200,0.0,1.0,0.0,1
201,0.5,0.5,0.0,0
202,0.5,0.5,0.0,0
203,0.0,1.0,0.0,1
204,0.0,1.0,0.0,1
205,0.5,0.5,0.0,0
206,0.25,0.75,0.0,1
207,0.0,1.0,0.0,1
208,0.0,1.0,0.0,1
209,0.5,0.5,0.0,0
210,0.5,0.5,0.0,0
211,0.25,0.75,0.0,1
212,0.0,1.0,0.0,1
213,1.0,0.0,0.0,0
214,1.0,0.0,0.0,0
215,0.5,0.5,0.0,0
216,0.0,1.0,0.0,1
217,0.0,1.0,0.0,1
218,0.5,0.5,0.0,0
219,0.0,1.0,0.0,1
220,0.0,1.0,0.0,1
221,0.5,0.5,0.0,0
222,0.5,0.5,0.0,0
223,0.25,0.75,0.0,1
224,0.25,0.75,0.0,1
225,0.5,0.5,0.0,0
226,0.0,1.0,0.0,1
227,0.0,1.0,0.0,1
228,0.25,0.75,0.0,1
229,1.0,0.0,0.0,0
230,0.0,1.0,0.0,1
231,0.0,0.75,0.25,1
232,0.5,0.5,0.0,0
233,0.75,0.25,0.0,0
234,0.0,1.0,0.0,1
235,1.0,0.0,0.0,0
236,0.0,1.0,0.0,1
237,0.25,0.25,0.5,2
238,0.5,0.5,0.0,0
239,0.25,0.75,0.0,1
240,0.5,0.5,0.0,0
241,0.25,0.75,0.0,1
242,0.25,0.75,0.0,1
243,0.25,0.75,0.0,1
244,0.5,0.5,0.0,0
245,0.0,1.0,0.0,1
246,0.75,0.25,0.0,0
247,0.5,0.5,0.0,0
248,0.0,0.5,0.5,1
249,1.0,0.0,0.0,0
250,0.25,0.75,0.0,1
251,0.25,0.75,0.0,1
252,0.25,0.75,0.0,1
253,0.0,1.0,0.0,1
254,0.0,1.0,0.0,1
255,0.0,1.0,0.0,1
256,0.25,0.75,0.0,1
257,0.25,0.75,0.0,1
258,0.75,0.0,0.25,0
259,0.25,0.75,0.0,1
260,0.25,0.75,0.0,1
261,0.0,1.0,0.0,1
262,0.5,0.5,0.0,0
263,0.5,0.5,0.0,0
264,0.25,0.75,0.0,1
265,1.0,0.0,0.0,0
266,0.25,0.75,0.0,1
267,0.0,1.0,0.0,1
268,0.75,0.25,0.0,0
269,1.0,0.0,0.0,0
270,0.25,0.75,0.0,1
271,0.0,1.0,0.0,1
272,0.0,1.0,0.0,1
273,0.75,0.25,0.0,0
274,0.25,0.75,0.0,1
275,0.5,0.5,0.0,0
276,0.5,0.5,0.0,0
277,0.25,0.75,0.0,1
278,0.0,1.0,0.0,1
279,0.5,0.5,0.0,0
280,0.0,1.0,0.0,1
281,0.5,0.5,0.0,0
282,0.25,0.75,0.0,1
283,0.75,0.25,0.0,0
284,0.75,0.25,0.0,0
285,0.25,0.75,0.0,1
286,0.5,0.5,0.0,0
287,0.0,1.0,0.0,1
288,0.5,0.5,0.0,0
289,0.0,1.0,0.0,1
290,0.0,1.0,0.0,1
291,0.0,1.0,0.0,1
292,0.25,0.75,0.0,1
293,0.5,0.5,0.0,0
294,0.5,0.5,0.0,0
295,0.25,0.75,0.0,1
296,0.5,0.5,0.0,0
297,0.0,1.0,0.0,1
298,0.25,0.75,0.0,1
299,0.25,0.75,0.0,1
300,0.0,1.0,0.0,1
301,0.0,1.0,0.0,1
302,0.0,1.0,0.0,1
303,0.5,0.5,0.0,0
304,0.75,0.25,0.0,0
305,0.75,0.25,0.0,0
306,0.25,0.75,0.0,1
307,0.0,1.0,0.0,1
308,0.5,0.5,0.0,0
309,0.25,0.75,0.0,1
310,0.75,0.25,0.0,0
311,1.0,0.0,0.0,0
312,0.25,0.75,0.0,1
313,0.0,1.0,0.0,1
314,0.0,1.0,0.0,1
315,0.5,0.5,0.0,0
316,0.0,1.0,0.0,1
317,1.0,0.0,0.0,0
318,0.25,0.75,0.0,1
319,0.5,0.5,0.0,0
320,0.5,0.25,0.25,0
321,0.0,1.0,0.0,1
322,0.25,0.75,0.0,1
323,1.0,0.0,0.0,0
324,0.25,0.75,0.0,1
325,0.25,0.75,0.0,1
326,0.5,0.5,0.0,0
327,0.0,1.0,0.0,1
328,0.25,0.75,0.0,1
329,0.5,0.5,0.0,0
330,0.25,0.75,0.0,1
331,0.75,0.25,0.0,0
332,0.25,0.75,0.0,1
333,0.0,1.0,0.0,1
334,0.0,0.75,0.25,1
335,0.5,0.5,0.0,0
336,0.5,0.5,0.0,0
337,0.5,0.5,0.0,0
338,0.5,0.5,0.0,0
339,1.0,0.0,0.0,0
340,0.5,0.5,0.0,0
341,0.0,1.0,0.0,1
342,0.5,0.5,0.0,0
343,0.5,0.5,0.0,0
344,1.0,0.0,0.0,0
345,0.25,0.75,0.0,1
346,0.0,1.0,0.0,1
347,0.0,1.0,0.0,1
348,0.25,0.75,0.0,1
349,0.0,1.0,0.0,1
350,0.0,1.0,0.0,1
351,0.25,0.75,0.0,1
352,0.0,1.0,0.0,1
353,0.25,0.75,0.0,1
354,0.5,0.5,0.0,0
355,0.25,0.75,0.0,1
356,0.0,1.0,0.0,1
357,0.0,1.0,0.0,1
358,0.75,0.25,0.0,0
359,0.5,0.5,0.0,0
360,0.25,0.75,0.0,1
361,0.75,0.25,0.0,0
362,0.25,0.75,0.0,1
363,0.5,0.5,0.0,0
364,0.0,1.0,0.0,1
365,0.5,0.5,0.0,0
366,0.5,0.5,0.0,0
367,0.0,1.0,0.0,1
368,0.5,0.5,0.0,0
369,0.75,0.25,0.0,0
370,1.0,0.0,0.0,0
371,0.0,1.0,0.0,1
372,0.25,0.75,0.0,1
373,1.0,0.0,0.0,0
374,0.0,1.0,0.0,1
375,0.25,0.75,0.0,1
376,0.25,0.75,0.0,1
377,0.5,0.5,0.0,0
378,0.25,0.75,0.0,1
379,0.5,0.5,0.0,0
380,0.5,0.5,0.0,0
381,0.0,1.0,0.0,1
382,0.25,0.75,0.0,1
383,1.0,0.0,0.0,0
384,0.75,0.25,0.0,0
385,0.5,0.5,0.0,0
386,0.75,0.25,0.0,0
387,0.0,1.0,0.0,1
388,0.25,0.75,0.0,1
389,0.5,0.5,0.0,0
390,0.25,0.75,0.0,1
391,0.0,1.0,0.0,1
392,0.0,1.0,0.0,1
393,0.0,1.0,0.0,1
394,0.0,1.0,0.0,1
395,0.0,1.0,0.0,1
396,0.25,0.75,0.0,1
397,0.5,0.5,0.0,0
398,0.75,0.25,0.0,0
399,0.25,0.75,0.0,1
400,0.0,1.0,0.0,1
401,0.25,0.5,0.25,1
402,0.25,0.75,0.0,1
403,0.75,0.25,0.0,0
404,0.25,0.75,0.0,1
405,0.75,0.25,0.0,0
406,0.0,1.0,0.0,1
407,0.75,0.25,0.0,0
408,0.5,0.5,0.0,0
409,0.25,0.5,0.25,1
410,0.5,0.25,0.25,0
411,0.25,0.75,0.0,1
412,0.25,0.75,0.0,1
413,1.0,0.0,0.0,0
414,0.25,0.75,0.0,1
415,0.0,1.0,0.0,1
416,0.0,1.0,0.0,1
417,0.0,1.0,0.0,1
418,0.0,1.0,0.0,1
419,0.0,1.0,0.0,1
420,0.0,1.0,0.0,1
421,0.5,0.5,0.0,0
422,0.5,0.5,0.0,0
423,0.0,1.0,0.0,1
424,0.5,0.5,0.0,0
425,0.25,0.75,0.0,1
426,0.0,1.0,0.0,1
427,0.0,1.0,0.0,1
428,0.5,0.5,0.0,0
429,0.0,1.0,0.0,1
430,0.25,0.75,0.0,1
431,0.0,1.0,0.0,1
432,0.0,1.0,0.0,1
433,0.5,0.5,0.0,0
434,0.75,0.25,0.0,0
435,0.0,0.75,0.25,1
436,0.0,1.0,0.0,1
437,0.25,0.75,0.0,1
438,0.25,0.75,0.0,1
439,0.5,0.5,0.0,0
440,0.5,0.5,0.0,0
441,0.5,0.5,0.0,0
442,0.25,0.75,0.0,1
443,0.0,0.75,0.25,1
444,0.75,0.25,0.0,0
445,0.25,0.75,0.0,1
446,0.0,1.0,0.0,1
447,0.0,1.0,0.0,1
448,0.5,0.5,0.0,0
449,0.25,0.75,0.0,1
450,0.25,0.75,0.0,1
451,0.0,1.0,0.0,1
452,0.25,0.75,0.0,1
453,0.25,0.75,0.0,1
454,0.25,0.75,0.0,1
455,0.5,0.5,0.0,0
456,0.5,0.5,0.0,0
457,0.0,1.0,0.0,1
458,0.25,0.75,0.0,1
459,0.25,0.75,0.0,1
460,0.25,0.75,0.0,1
461,0.0,1.0,0.0,1
462,0.25,0.75,0.0,1
463,0.75,0.25,0.0,0
464,0.75,0.25,0.0,0
465,0.0,1.0,0.0,1
466,0.25,0.75,0.0,1
467,0.0,1.0,0.0,1
468,0.75,0.25,0.0,0
469,0.25,0.75,0.0,1
470,0.25,0.75,0.0,1
471,0.25,0.75,0.0,1
472,0.0,1.0,0.0,1
473,0.5,0.5,0.0,0
474,0.75,0.25,0.0,0
475,0.25,0.75,0.0,1
476,0.25,0.75,0.0,1
477,0.0,1.0,0.0,1
478,0.25,0.75,0.0,1
479,0.0,1.0,0.0,1
480,0.75,0.25,0.0,0
481,0.5,0.5,0.0,0
482,0.25,0.75,0.0,1
483,0.0,1.0,0.0,1
484,0.75,0.25,0.0,0
485,0.75,0.25,0.0,0
486,1.0,0.0,0.0,0
487,0.25,0.75,0.0,1
488,0.75,0.25,0.0,0
489,0.5,0.5,0.0,0
490,1.0,0.0,0.0,0
491,0.25,0.75,0.0,1
492,0.75,0.25,0.0,0
493,0.25,0.75,0.0,1
494,0.25,0.75,0.0,1
495,0.0,1.0,0.0,1
496,0.25,0.75,0.0,1
497,0.75,0.25,0.0,0
498,0.5,0.5,0.0,0
499,0.5,0.5,0.0,0
500,0.75,0.25,0.0,0
501,0.25,0.75,0.0,1
502,1.0,0.0,0.0,0
503,0.5,0.5,0.0,0
504,0.75,0.25,0.0,0
505,0.25,0.5,0.25,1
506,0.75,0.25,0.0,0
507,0.25,0.75,0.0,1
508,0.5,0.5,0.0,0
509,0.0,1.0,0.0,1
510,0.5,0.5,0.0,0
511,0.0,1.0,0.0,1
512,0.25,0.75,0.0,1
513,0.25,0.75,0.0,1
514,0.75,0.25,0.0,0
515,0.25,0.75,0.0,1
516,1.0,0.0,0.0,0
517,0.0,1.0,0.0,1
518,0.5,0.5,0.0,0
519,0.75,0.25,0.0,0
520,0.5,0.5,0.0,0
521,0.0,1.0,0.0,1
522,0.5,0.5,0.0,0
523,0.75,0.25,0.0,0
524,1.0,0.0,0.0,0
525,0.25,0.75,0.0,1
526,0.0,1.0,0.0,1
527,0.75,0.25,0.0,0
528,0.75,0.25,0.0,0
529,0.75,0.25,0.0,0
530,0.75,0.25,0.0,0
531,0.25,0.75,0.0,1
532,0.25,0.75,0.0,1
533,0.5,0.5,0.0,0
534,1.0,0.0,0.0,0
535,0.0,1.0,0.0,1
536,0.75,0.25,0.0,0
537,0.75,0.25,0.0,0
538,0.5,0.5,0.0,0
539,0.25,0.75,0.0,1
540,0.25,0.75,0.0,1
541,0.5,0.5,0.0,0
542,0.5,0.25,0.25,0
543,0.0,1.0,0.0,1
544,1.0,0.0,0.0,0
545,0.25,0.75,0.0,1
546,0.5,0.5,0.0,0
547,0.0,1.0,0.0,1
548,0.25,0.75,0.0,1
549,0.0,1.0,0.0,1
550,0.25,0.75,0.0,1
551,0.75,0.25,0.0,0
552,0.25,0.75,0.0,1
553,0.0,1.0,0.0,1
554,0.5,0.5,0.0,0
555,0.5,0.5,0.0,0
556,0.0,1.0,0.0,1
557,0.0,1.0,0.0,1
558,0.25,0.75,0.0,1
559,0.25,0.75,0.0,1
560,0.5,0.5,0.0,0
561,0.75,0.25,0.0,0
562,0.25,0.75,0.0,1
563,1.0,0.0,0.0,0
564,0.25,0.5,0.25,1
565,0.5,0.5,0.0,0
566,0.75,0.25,0.0,0
567,0.25,0.75,0.0,1
568,0.25,0.75,0.0,1
569,0.75,0.25,0.0,0
570,0.0,1.0,0.0,1
571,0.0,1.0,0.0,1
572,0.0,1.0,0.0,1
573,0.5,0.5,0.0,0
574,0.25,0.75,0.0,1
575,0.25,0.5,0.25,1
576,0.25,0.75,0.0,1
577,1.0,0.0,0.0,0
578,0.75,0.25,0.0,0
579,0.5,0.5,0.0,0
580,0.75,0.25,0.0,0
581,0.5,0.5,0.0,0
582,0.0,1.0,0.0,1
583,0.5,0.5,0.0,0
584,0.0,1.0,0.0,1
585,0.25,0.5,0.25,1
586,0.25,0.75,0.0,1
587,0.0,0.75,0.25,1
588,0.75,0.25,0.0,0
589,0.0,1.0,0.0,1
590,0.0,1.0,0.0,1
591,0.5,0.0,0.5,0
592,0.5,0.5,0.0,0
593,0.5,0.5,0.0,0
594,0.25,0.75,0.0,1
595,0.0,1.0,0.0,1
596,0.5,0.5,0.0,0
597,0.5,0.5,0.0,0
598,0.25,0.75,0.0,1
599,0.0,1.0,0.0,1
600,0.25,0.75,0.0,1
601,0.5,0.5,0.0,0
602,0.25,0.75,0.0,1
603,0.0,1.0,0.0,1
604,0.25,0.75,0.0,1
605,0.0,1.0,0.0,1
606,0.25,0.75,0.0,1
607,0.0,1.0,0.0,1
608,0.25,0.75,0.0,1
609,0.0,1.0,0.0,1
610,0.75,0.25,0.0,0
611,0.25,0.75,0.0,1
612,0.5,0.5,0.0,0
613,0.25,0.75,0.0,1
614,0.5,0.5,0.0,0
615,0.25,0.75,0.0,1
616,0.5,0.0,0.5,0
617,1.0,0.0,0.0,0
618,0.25,0.75,0.0,1
619,0.5,0.5,0.0,0
620,0.0,1.0,0.0,1
621,0.75,0.25,0.0,0
622,0.75,0.25,0.0,0
623,1.0,0.0,0.0,0
624,0.5,0.5,0.0,0
625,0.0,1.0,0.0,1
626,0.5,0.5,0.0,0
627,0.25,0.75,0.0,1
628,0.75,0.25,0.0,0
629,0.25,0.75,0.0,1
630,1.0,0.0,0.0,0
631,0.25,0.75,0.0,1
632,0.5,0.5,0.0,0
633,0.75,0.25,0.0,0
634,1.0,0.0,0.0,0
635,0.25,0.75,0.0,1
636,0.25,0.75,0.0,1
637,0.0,1.0,0.0,1
638,0.5,0.25,0.25,0
639,0.25,0.75,0.0,1
640,0.0,1.0,0.0,1
641,0.25,0.75,0.0,1
642,0.0,1.0,0.0,1
643,1.0,0.0,0.0,0
644,0.0,1.0,0.0,1
645,0.75,0.25,0.0,0
646,0.25,0.75,0.0,1
647,1.0,0.0,0.0,0
648,0.25,0.75,0.0,1
649,0.0,1.0,0.0,1
650,0.5,0.5,0.0,0
651,0.0,1.0,0.0,1
652,0.0,1.0,0.0,1
653,1.0,0.0,0.0,0
654,0.0,1.0,0.0,1
655,0.0,1.0,0.0,1
656,0.0,1.0,0.0,1
657,0.25,0.75,0.0,1
658,0.75,0.25,0.0,0
659,0.5,0.5,0.0,0
660,0.5,0.5,0.0,0
661,0.5,0.5,0.0,0
662,0.75,0.25,0.0,0
663,0.75,0.25,0.0,0
664,0.25,0.75,0.0,1
665,0.5,0.5,0.0,0
666,1.0,0.0,0.0,0
667,0.25,0.75,0.0,1
668,0.25,0.75,0.0,1
669,0.5,0.5,0.0,0
670,0.5,0.5,0.0,0
671,0.25,0.75,0.0,1
672,0.0,1.0,0.0,1
673,0.75,0.25,0.0,0
674,0.0,1.0,0.0,1
675,0.25,0.5,0.25,1
676,0.5,0.25,0.25,0
677,0.25,0.75,0.0,1
678,0.0,1.0,0.0,1
679,0.5,0.5,0.0,0
680,0.75,0.25,0.0,0
681,0.75,0.25,0.0,0
682,0.75,0.25,0.0,0
683,0.0,1.0,0.0,1
684,0.0,1.0,0.0,1
685,0.5,0.5,0.0,0
686,0.25,0.75,0.0,1
687,0.25,0.75,0.0,1
688,0.5,0.5,0.0,0
689,0.0,0.75,0.25,1
690,0.25,0.75,0.0,1
691,0.5,0.25,0.25,0
692,0.25,0.75,0.0,1
693,0.5,0.5,0.0,0
694,0.75,0.25,0.0,0
695,0.5,0.5,0.0,0
696,0.0,1.0,0.0,1
697,0.25,0.75,0.0,1
698,0.75,0.25,0.0,0
699,0.25,0.75,0.0,1
700,0.75,0.25,0.0,0
701,0.25,0.75,0.0,1
702,0.0,1.0,0.0,1
703,0.75,0.25,0.0,0
704,1.0,0.0,0.0,0
705,1.0,0.0,0.0,0
706,0.25,0.75,0.0,1
707,0.25,0.75,0.0,1
708,0.0,1.0,0.0,1
709,0.5,0.5,0.0,0
710,0.5,0.5,0.0,0
711,0.75,0.25,0.0,0
712,0.0,1.0,0.0,1
713,0.5,0.5,0.0,0
714,0.25,0.75,0.0,1
715,0.75,0.25,0.0,0
716,0.5,0.5,0.0,0
717,0.25,0.75,0.0,1
718,0.5,0.25,0.25,0
719,1.0,0.0,0.0,0
720,0.75,0.25,0.0,0
721,0.0,1.0,0.0,1
722,0.0,1.0,0.0,1
723,0.0,1.0,0.0,1
724,0.25,0.75,0.0,1
725,0.75,0.25,0.0,0
726,0.5,0.5,0.0,0
727,0.25,0.75,0.0,1
728,0.5,0.5,0.0,0
729,0.0,1.0,0.0,1
730,0.5,0.5,0.0,0
731,0.0,1.0,0.0,1
732,0.25,0.75,0.0,1
733,0.75,0.25,0.0,0
734,0.25,0.75,0.0,1
735,0.0,1.0,0.0,1
736,0.0,1.0,0.0,1
737,0.5,0.5,0.0,0
738,0.75,0.25,0.0,0
739,0.0,1.0,0.0,1
740,1.0,0.0,0.0,0
741,1.0,0.0,0.0,0
742,1.0,0.0,0.0,0
743,0.0,1.0,0.0,1
744,0.5,0.5,0.0,0
745,0.5,0.5,0.0,0
746,0.25,0.75,0.0,1
747,0.25,0.75,0.0,1
748,0.25,0.75,0.0,1
749,1.0,0.0,0.0,0
750,1.0,0.0,0.0,0
751,0.0,1.0,0.0,1
752,0.25,0.75,0.0,1
753,0.0,1.0,0.0,1
754,0.5,0.5,0.0,0
755,0.75,0.25,0.0,0
756,1.0,0.0,0.0,0
757,0.5,0.5,0.0,0
758,0.5,0.5,0.0,0
759,0.75,0.25,0.0,0
760,0.5,0.5,0.0,0
761,0.5,0.5,0.0,0
762,0.5,0.5,0.0,0
763,0.5,0.5,0.0,0
764,0.0,1.0,0.0,1
765,0.75,0.25,0.0,0
766,0.25,0.75,0.0,1
767,0.5,0.5,0.0,0
768,1.0,0.0,0.0,0
769,0.5,0.5,0.0,0
770,0.25,0.75,0.0,1
771,0.75,0.25,0.0,0
772,0.25,0.75,0.0,1
773,0.5,0.5,0.0,0
774,0.5,0.5,0.0,0
775,1.0,0.0,0.0,0
776,0.25,0.75,0.0,1
777,0.0,1.0,0.0,1
778,0.5,0.5,0.0,0
779,0.0,1.0,0.0,1
780,1.0,0.0,0.0,0
781,0.75,0.25,0.0,0
782,0.5,0.5,0.0,0
783,0.25,0.75,0.0,1
784,0.0,1.0,0.0,1
785,0.5,0.5,0.0,0
786,0.5,0.5,0.0,0
787,0.25,0.0,0.75,2
788,0.0,1.0,0.0,1
789,0.5,0.5,0.0,0
790,0.25,0.75,0.0,1
791,0.0,1.0,0.0,1
792,0.5,0.5,0.0,0
793,0.0,1.0,0.0,1
794,1.0,0.0,0.0,0
795,0.0,1.0,0.0,1
796,0.0,1.0,0.0,1
797,0.0,1.0,0.0,1
798,0.75,0.0,0.25,0
799,0.0,1.0,0.0,1
800,0.0,0.0,1.0,2
801,0.5,0.5,0.0,0
802,0.25,0.75,0.0,1
803,0.5,0.5,0.0,0
804,0.5,0.25,0.25,0
805,0.25,0.75,0.0,1
806,0.25,0.75,0.0,1
807,0.0,1.0,0.0,1
808,0.0,1.0,0.0,1
809,0.75,0.25,0.0,0
810,0.5,0.5,0.0,0
811,0.25,0.75,0.0,1
812,0.5,0.5,0.0,0
813,0.75,0.25,0.0,0
814,0.0,1.0,0.0,1
815,0.0,1.0,0.0,1
816,0.5,0.5,0.0,0
817,0.25,0.75,0.0,1
818,0.75,0.25,0.0,0
819,0.0,1.0,0.0,1
820,0.75,0.25,0.0,0
821,0.5,0.5,0.0,0
822,0.25,0.75,0.0,1
823,0.5,0.5,0.0,0
824,0.5,0.5,0.0,0
825,1.0,0.0,0.0,0
826,0.75,0.25,0.0,0
827,0.75,0.25,0.0,0
828,0.25,0.75,0.0,1
829,0.25,0.75,0.0,1
830,0.25,0.75,0.0,1
831,0.0,1.0,0.0,1
832,0.75,0.25,0.0,0
833,0.0,1.0,0.0,1
834,0.25,0.75,0.0,1
835,0.25,0.75,0.0,1
836,0.5,0.5,0.0,0
837,0.25,0.75,0.0,1
838,0.5,0.5,0.0,0
839,0.5,0.5,0.0,0
840,0.75,0.25,0.0,0
841,0.5,0.5,0.0,0
842,0.25,0.75,0.0,1
843,1.0,0.0,0.0,0
844,0.75,0.25,0.0,0
845,1.0,0.0,0.0,0
846,0.75,0.25,0.0,0
847,1.0,0.0,0.0,0
848,0.75,0.25,0.0,0
849,0.25,0.75,0.0,1
850,0.25,0.0,0.75,2
851,1.0,0.0,0.0,0
852,0.5,0.5,0.0,0
853,0.0,1.0,0.0,1
854,0.25,0.75,0.0,1
855,0.25,0.75,0.0,1
856,0.75,0.25,0.0,0
857,0.75,0.25,0.0,0
858,0.5,0.5,0.0,0
859,0.0,1.0,0.0,1
860,0.5,0.5,0.0,0
861,0.5,0.5,0.0,0
862,0.5,0.5,0.0,0
863,0.0,1.0,0.0,1
864,0.75,0.25,0.0,0
865,1.0,0.0,0.0,0
866,0.25,0.75,0.0,1
867,0.25,0.75,0.0,1
868,0.75,0.25,0.0,0
869,0.0,1.0,0.0,1
870,0.0,1.0,0.0,1
871,1.0,0.0,0.0,0
